region_id,geography_type,state_name,date,home_value
55,State,Utah,2006-11-30,221674.62581164972
19,State,Iowa,2006-11-30,123918.13876743546
42,State,Nevada,2006-11-30,341433.359084031
6,State,Arkansas,2006-11-30,127489.04555167434
34,State,Mississippi,2006-11-30,125713.22232322158
23,State,Kansas,2006-11-30,120500.9391970666
41,State,New Mexico,2006-11-30,189010.0333049999
38,State,Nebraska,2006-11-30,136515.7563042482
20,State,Idaho,2006-11-30,203851.34066339504
61,State,West Virginia,2006-11-30,105790.09967773291
18,State,Hawaii,2006-11-30,478011.6193022888
39,State,New Hampshire,2006-11-30,267242.88881431817
28,State,Maine,2006-11-30,211708.81577746148
50,State,Rhode Island,2006-11-30,306456.54891329847
35,State,Montana,2006-11-30,187970.5126670726
13,State,Delaware,2006-11-30,282988.13715387956
52,State,South Dakota,2006-11-30,143095.7567364441
37,State,North Dakota,2006-11-30,
3,State,Alaska,2006-11-30,241325.56423536013
12,State,District of Columbia,2006-11-30,395467.2723677126
58,State,Vermont,2006-11-30,220751.24747149923
62,State,Wyoming,2006-11-30,195675.56834261373
9,State,California,2006-12-31,487726.22164149
54,State,Texas,2006-12-31,145862.67083395203
14,State,Florida,2006-12-31,261907.308253885
43,State,New York,2006-12-31,285484.06717721414
47,State,Pennsylvania,2006-12-31,171781.21153344496
21,State,Illinois,2006-12-31,216450.5599081624
44,State,Ohio,2006-12-31,134457.40685068388
16,State,Georgia,2006-12-31,173301.83261288668
36,State,North Carolina,2006-12-31,169697.87248807916
30,State,Michigan,2006-12-31,151671.1326103674
40,State,New Jersey,2006-12-31,375525.96942888
56,State,Virginia,2006-12-31,272978.56100333174
59,State,Washington,2006-12-31,321475.15084148815
8,State,Arizona,2006-12-31,282854.96271512774
26,State,Massachusetts,2006-12-31,367809.4616708796
53,State,Tennessee,2006-12-31,152098.38173294847
22,State,Indiana,2006-12-31,121710.04326469944
27,State,Maryland,2006-12-31,349894.9808599851
32,State,Missouri,2006-12-31,145156.352574388
60,State,Wisconsin,2006-12-31,184395.46067367808
10,State,Colorado,2006-12-31,244680.31621752284
31,State,Minnesota,2006-12-31,218436.5779720148
51,State,South Carolina,2006-12-31,166246.4112481701
4,State,Alabama,2006-12-31,138471.63736167783
25,State,Louisiana,2006-12-31,163121.10690988516
24,State,Kentucky,2006-12-31,118484.44619372186
46,State,Oregon,2006-12-31,275171.72347590566
45,State,Oklahoma,2006-12-31,111900.23053583712
11,State,Connecticut,2006-12-31,316979.59052662906
55,State,Utah,2006-12-31,224391.40539823365
19,State,Iowa,2006-12-31,124221.54037164547
42,State,Nevada,2006-12-31,340097.87583281565
6,State,Arkansas,2006-12-31,127755.54250829628
34,State,Mississippi,2006-12-31,126444.68908234208
23,State,Kansas,2006-12-31,120845.76402741388
41,State,New Mexico,2006-12-31,190264.4441941185
38,State,Nebraska,2006-12-31,136717.50958381782
20,State,Idaho,2006-12-31,203840.4119534916
61,State,West Virginia,2006-12-31,105955.83043623972
18,State,Hawaii,2006-12-31,478234.4210416993
39,State,New Hampshire,2006-12-31,266152.9912344041
28,State,Maine,2006-12-31,211966.01994308905
50,State,Rhode Island,2006-12-31,304971.07450452604
35,State,Montana,2006-12-31,189241.5929050426
13,State,Delaware,2006-12-31,283226.65273482114
52,State,South Dakota,2006-12-31,143503.45494560403
37,State,North Dakota,2006-12-31,
3,State,Alaska,2006-12-31,242861.5106237517
12,State,District of Columbia,2006-12-31,393804.0019908692
58,State,Vermont,2006-12-31,221894.1904816776
62,State,Wyoming,2006-12-31,197094.3380402991
9,State,California,2007-01-31,486808.1240567511
54,State,Texas,2007-01-31,146241.50848345234
14,State,Florida,2007-01-31,260909.54286674116
43,State,New York,2007-01-31,285761.5074463165
47,State,Pennsylvania,2007-01-31,172114.7155953477
21,State,Illinois,2007-01-31,216976.88261163616
44,State,Ohio,2007-01-31,134308.45292133788
16,State,Georgia,2007-01-31,173657.802265445
36,State,North Carolina,2007-01-31,170334.36982866502
30,State,Michigan,2007-01-31,151036.39900306292
40,State,New Jersey,2007-01-31,374268.27223351
56,State,Virginia,2007-01-31,272716.68371852767
59,State,Washington,2007-01-31,322399.1026295814
8,State,Arizona,2007-01-31,280912.2384631903
26,State,Massachusetts,2007-01-31,366270.37037814385
53,State,Tennessee,2007-01-31,152492.24632311333
22,State,Indiana,2007-01-31,121816.57154813215
27,State,Maryland,2007-01-31,349692.05200663867
32,State,Missouri,2007-01-31,145379.46002319272
60,State,Wisconsin,2007-01-31,184664.0136194484
10,State,Colorado,2007-01-31,244634.17358987255
31,State,Minnesota,2007-01-31,218432.3302780843
51,State,South Carolina,2007-01-31,166687.84924652288
4,State,Alabama,2007-01-31,138676.4514353715
25,State,Louisiana,2007-01-31,163728.4644263375
24,State,Kentucky,2007-01-31,118663.11003467764
46,State,Oregon,2007-01-31,276147.2052115503
45,State,Oklahoma,2007-01-31,112194.74943754455
11,State,Connecticut,2007-01-31,316788.2197703356
55,State,Utah,2007-01-31,227098.4366086728
19,State,Iowa,2007-01-31,124491.97282568197
42,State,Nevada,2007-01-31,338702.30692132027
6,State,Arkansas,2007-01-31,128002.2008323699
34,State,Mississippi,2007-01-31,126983.98216657696
23,State,Kansas,2007-01-31,121126.5752354245
41,State,New Mexico,2007-01-31,191180.17275865623
38,State,Nebraska,2007-01-31,136886.40356007402
20,State,Idaho,2007-01-31,205177.75169555144
61,State,West Virginia,2007-01-31,105974.68996937544
18,State,Hawaii,2007-01-31,478630.26687053
39,State,New Hampshire,2007-01-31,265200.54136871663
28,State,Maine,2007-01-31,212176.90512792856
50,State,Rhode Island,2007-01-31,303354.4816853817
35,State,Montana,2007-01-31,190217.09662101165
13,State,Delaware,2007-01-31,282590.6943171112
52,State,South Dakota,2007-01-31,144191.7938366447
37,State,North Dakota,2007-01-31,
3,State,Alaska,2007-01-31,244107.47047681676
12,State,District of Columbia,2007-01-31,393204.187060945
58,State,Vermont,2007-01-31,223047.5889390336
62,State,Wyoming,2007-01-31,198218.05135027645
9,State,California,2007-02-28,485731.1141025496
54,State,Texas,2007-02-28,146390.6264118666
14,State,Florida,2007-02-28,259831.0201299157
43,State,New York,2007-02-28,285987.63634217903
47,State,Pennsylvania,2007-02-28,172513.3016186368
21,State,Illinois,2007-02-28,217504.77613374815
44,State,Ohio,2007-02-28,134213.2869055204
16,State,Georgia,2007-02-28,174048.1534706466
36,State,North Carolina,2007-02-28,170940.10711317186
30,State,Michigan,2007-02-28,150399.18024193955
40,State,New Jersey,2007-02-28,373351.5362924424
56,State,Virginia,2007-02-28,272612.2453471709
59,State,Washington,2007-02-28,323573.35552577843
8,State,Arizona,2007-02-28,279539.39149561716
26,State,Massachusetts,2007-02-28,365194.2808136572
53,State,Tennessee,2007-02-28,152896.67010902046
22,State,Indiana,2007-02-28,121895.62605759795
27,State,Maryland,2007-02-28,349411.131169749
32,State,Missouri,2007-02-28,145556.41878437225
60,State,Wisconsin,2007-02-28,184904.16950640175
10,State,Colorado,2007-02-28,244515.5927560591
31,State,Minnesota,2007-02-28,218517.2634028208
51,State,South Carolina,2007-02-28,167105.03129425846
4,State,Alabama,2007-02-28,139136.93315681233
25,State,Louisiana,2007-02-28,164319.66503671228
24,State,Kentucky,2007-02-28,118831.81361019392
46,State,Oregon,2007-02-28,277038.2199693746
45,State,Oklahoma,2007-02-28,112412.33098262142
11,State,Connecticut,2007-02-28,316811.8788515896
55,State,Utah,2007-02-28,229745.6739648343
19,State,Iowa,2007-02-28,124756.6591550494
42,State,Nevada,2007-02-28,337752.0630843609
6,State,Arkansas,2007-02-28,128235.56904616593
34,State,Mississippi,2007-02-28,127350.06193817368
23,State,Kansas,2007-02-28,121375.45662575235
41,State,New Mexico,2007-02-28,191903.32481184
38,State,Nebraska,2007-02-28,136997.15050977995
20,State,Idaho,2007-02-28,205537.1548271007
61,State,West Virginia,2007-02-28,106122.09841948836
18,State,Hawaii,2007-02-28,478667.6825220611
39,State,New Hampshire,2007-02-28,264170.77959690517
28,State,Maine,2007-02-28,212190.94949947065
50,State,Rhode Island,2007-02-28,302189.9191217253
35,State,Montana,2007-02-28,190882.92609914835
13,State,Delaware,2007-02-28,282270.50320573297
52,State,South Dakota,2007-02-28,144691.62017036162
37,State,North Dakota,2007-02-28,
3,State,Alaska,2007-02-28,244962.54803273632
12,State,District of Columbia,2007-02-28,394129.79846608016
58,State,Vermont,2007-02-28,224091.27041715744
62,State,Wyoming,2007-02-28,199084.26660949024
9,State,California,2007-03-31,484190.3014867739
54,State,Texas,2007-03-31,146371.9705941196
14,State,Florida,2007-03-31,258591.76503239563
43,State,New York,2007-03-31,286287.41295118636
47,State,Pennsylvania,2007-03-31,173013.4396041321
21,State,Illinois,2007-03-31,217926.51321201815
44,State,Ohio,2007-03-31,134082.2747184989
16,State,Georgia,2007-03-31,174422.55993926994
36,State,North Carolina,2007-03-31,171618.84046104943
30,State,Michigan,2007-03-31,149724.99148166823
40,State,New Jersey,2007-03-31,373107.05443111854
56,State,Virginia,2007-03-31,272544.5826847308
59,State,Washington,2007-03-31,325365.70921265
8,State,Arizona,2007-03-31,278810.94471711415
26,State,Massachusetts,2007-03-31,364547.4152535657
53,State,Tennessee,2007-03-31,153375.44064296922
22,State,Indiana,2007-03-31,121889.789135612
27,State,Maryland,2007-03-31,349455.8166849045
32,State,Missouri,2007-03-31,145710.4153128012
60,State,Wisconsin,2007-03-31,185182.14071838625
10,State,Colorado,2007-03-31,244448.89712225815
31,State,Minnesota,2007-03-31,218423.42637018816
51,State,South Carolina,2007-03-31,167494.43184583515
4,State,Alabama,2007-03-31,139699.2130850428
25,State,Louisiana,2007-03-31,164983.2885000333
24,State,Kentucky,2007-03-31,118950.33377006104
46,State,Oregon,2007-03-31,278103.6165020617
45,State,Oklahoma,2007-03-31,112584.71561077544
11,State,Connecticut,2007-03-31,316864.4579864083
55,State,Utah,2007-03-31,232442.2368427103
19,State,Iowa,2007-03-31,125004.47946309931
42,State,Nevada,2007-03-31,336578.01843783114
6,State,Arkansas,2007-03-31,128414.80873230088
34,State,Mississippi,2007-03-31,127590.9014330795
23,State,Kansas,2007-03-31,121652.97954563428
41,State,New Mexico,2007-03-31,192413.394364915
38,State,Nebraska,2007-03-31,137171.29877595638
20,State,Idaho,2007-03-31,205544.04645341053
61,State,West Virginia,2007-03-31,106362.29676212644
18,State,Hawaii,2007-03-31,479127.4694796722
39,State,New Hampshire,2007-03-31,263614.17715825373
28,State,Maine,2007-03-31,211995.45644466943
50,State,Rhode Island,2007-03-31,301269.0105976973
35,State,Montana,2007-03-31,191379.17181608712
13,State,Delaware,2007-03-31,282182.1460029343
52,State,South Dakota,2007-03-31,144944.6253029781
37,State,North Dakota,2007-03-31,
3,State,Alaska,2007-03-31,245325.7508350214
12,State,District of Columbia,2007-03-31,395369.3191000012
58,State,Vermont,2007-03-31,224729.2052010204
62,State,Wyoming,2007-03-31,200015.20603787864
9,State,California,2007-04-30,482215.0479048704
54,State,Texas,2007-04-30,146598.72408798497
14,State,Florida,2007-04-30,257160.71153175065
43,State,New York,2007-04-30,286409.99630402884
47,State,Pennsylvania,2007-04-30,173475.07488220432
21,State,Illinois,2007-04-30,218123.21697074772
44,State,Ohio,2007-04-30,133935.45815982093
16,State,Georgia,2007-04-30,174816.71780379748
36,State,North Carolina,2007-04-30,172318.83035705413
30,State,Michigan,2007-04-30,149056.63692467034
40,State,New Jersey,2007-04-30,373259.09672663425
56,State,Virginia,2007-04-30,272702.33149642596
59,State,Washington,2007-04-30,327635.12400054914
8,State,Arizona,2007-04-30,278547.5584348645
26,State,Massachusetts,2007-04-30,363879.76358127384
53,State,Tennessee,2007-04-30,153940.6746112999
22,State,Indiana,2007-04-30,121962.76667321968
27,State,Maryland,2007-04-30,349591.08343061496
32,State,Missouri,2007-04-30,145811.91709519367
60,State,Wisconsin,2007-04-30,185353.1362489542
10,State,Colorado,2007-04-30,244588.8096311864
31,State,Minnesota,2007-04-30,218130.0407803378
51,State,South Carolina,2007-04-30,167761.262826793
4,State,Alabama,2007-04-30,140421.0385955997
25,State,Louisiana,2007-04-30,165666.91207889532
24,State,Kentucky,2007-04-30,118967.34986920316
46,State,Oregon,2007-04-30,279591.7508536509
45,State,Oklahoma,2007-04-30,112767.41327804016
11,State,Connecticut,2007-04-30,316666.141937416
55,State,Utah,2007-04-30,234982.56618360453
19,State,Iowa,2007-04-30,125266.9963991857
42,State,Nevada,2007-04-30,334871.49767204415
6,State,Arkansas,2007-04-30,128619.78590500564
34,State,Mississippi,2007-04-30,127811.01535660402
23,State,Kansas,2007-04-30,122031.73624414732
41,State,New Mexico,2007-04-30,193198.67144365783
38,State,Nebraska,2007-04-30,137294.92219085433
20,State,Idaho,2007-04-30,205785.46866774457
61,State,West Virginia,2007-04-30,106646.59869861563
18,State,Hawaii,2007-04-30,479582.37700872513
39,State,New Hampshire,2007-04-30,262983.29026666324
28,State,Maine,2007-04-30,211676.14299057832
50,State,Rhode Island,2007-04-30,300379.46315649035
35,State,Montana,2007-04-30,192107.89818588377
13,State,Delaware,2007-04-30,282735.37975060346
52,State,South Dakota,2007-04-30,145023.69930654156
37,State,North Dakota,2007-04-30,
3,State,Alaska,2007-04-30,245816.02153288477
12,State,District of Columbia,2007-04-30,396403.68722239375
58,State,Vermont,2007-04-30,225082.90971410545
62,State,Wyoming,2007-04-30,201100.86341264145
9,State,California,2007-05-31,479134.05072189897
54,State,Texas,2007-05-31,147013.43057573648
14,State,Florida,2007-05-31,255297.28950991377
43,State,New York,2007-05-31,286644.94761161157
47,State,Pennsylvania,2007-05-31,173918.9287718938
21,State,Illinois,2007-05-31,218144.7383204821
44,State,Ohio,2007-05-31,133763.88696733935
16,State,Georgia,2007-05-31,175153.61823362813
36,State,North Carolina,2007-05-31,173075.58137132658
30,State,Michigan,2007-05-31,148257.40349883298
40,State,New Jersey,2007-05-31,373195.2931009906
56,State,Virginia,2007-05-31,272513.14019832504
59,State,Washington,2007-05-31,329655.33072186727
8,State,Arizona,2007-05-31,278213.8537702774
26,State,Massachusetts,2007-05-31,363114.32338006695
53,State,Tennessee,2007-05-31,154502.14406622748
22,State,Indiana,2007-05-31,121941.05980922254
27,State,Maryland,2007-05-31,349654.0374526028
32,State,Missouri,2007-05-31,145860.6758492886
60,State,Wisconsin,2007-05-31,185435.1220401549
10,State,Colorado,2007-05-31,245005.2652255344
31,State,Minnesota,2007-05-31,217628.51915902607
51,State,South Carolina,2007-05-31,168019.78476806436
4,State,Alabama,2007-05-31,140857.9428241443
25,State,Louisiana,2007-05-31,166127.65355700906
24,State,Kentucky,2007-05-31,118964.2422718079
46,State,Oregon,2007-05-31,281127.7084311489
45,State,Oklahoma,2007-05-31,113010.0761540889
11,State,Connecticut,2007-05-31,316302.55069372774
55,State,Utah,2007-05-31,237476.31077856073
19,State,Iowa,2007-05-31,125405.05977955298
42,State,Nevada,2007-05-31,332762.02198592626
6,State,Arkansas,2007-05-31,128722.88243810453
34,State,Mississippi,2007-05-31,128219.61857106265
23,State,Kansas,2007-05-31,122489.68790422988
41,State,New Mexico,2007-05-31,193983.46060230097
38,State,Nebraska,2007-05-31,137369.4076111553
20,State,Idaho,2007-05-31,206374.89764008005
61,State,West Virginia,2007-05-31,106891.82312822375
18,State,Hawaii,2007-05-31,479778.49462754215
39,State,New Hampshire,2007-05-31,262519.0470954656
28,State,Maine,2007-05-31,211268.85119862817
50,State,Rhode Island,2007-05-31,299577.650204847
35,State,Montana,2007-05-31,192781.3967772439
13,State,Delaware,2007-05-31,283535.1008344422
52,State,South Dakota,2007-05-31,145162.8203679689
37,State,North Dakota,2007-05-31,
3,State,Alaska,2007-05-31,246627.1557750108
12,State,District of Columbia,2007-05-31,396885.8820608193
58,State,Vermont,2007-05-31,225346.21263549663
62,State,Wyoming,2007-05-31,202395.7553231374
9,State,California,2007-06-30,475585.85281312343
54,State,Texas,2007-06-30,147552.6403409641
14,State,Florida,2007-06-30,252968.3459653443
43,State,New York,2007-06-30,286680.8690382766
47,State,Pennsylvania,2007-06-30,174256.65137892912
21,State,Illinois,2007-06-30,218018.33169791044
44,State,Ohio,2007-06-30,133608.04373523992
16,State,Georgia,2007-06-30,175381.471833511
36,State,North Carolina,2007-06-30,173807.80061929522
30,State,Michigan,2007-06-30,147508.85771869074
40,State,New Jersey,2007-06-30,372414.68598635215
56,State,Virginia,2007-06-30,271901.025902147
59,State,Washington,2007-06-30,330955.4487401815
8,State,Arizona,2007-06-30,277274.41193869326
26,State,Massachusetts,2007-06-30,362040.91403140035
53,State,Tennessee,2007-06-30,155006.68810468065
22,State,Indiana,2007-06-30,121906.4428325432
27,State,Maryland,2007-06-30,349441.1268173984
32,State,Missouri,2007-06-30,145855.40250811356
60,State,Wisconsin,2007-06-30,185431.6691328486
10,State,Colorado,2007-06-30,245436.68669396391
31,State,Minnesota,2007-06-30,216976.58821815997
51,State,South Carolina,2007-06-30,168193.67018988324
4,State,Alabama,2007-06-30,141145.33731324243
25,State,Louisiana,2007-06-30,166504.2464951311
24,State,Kentucky,2007-06-30,118984.24569903676
46,State,Oregon,2007-06-30,282187.9742999686
45,State,Oklahoma,2007-06-30,113327.48472481233
11,State,Connecticut,2007-06-30,315600.9693376438
55,State,Utah,2007-06-30,240208.8049263256
19,State,Iowa,2007-06-30,125452.20835499634
42,State,Nevada,2007-06-30,329869.21016015165
6,State,Arkansas,2007-06-30,128819.1786634476
34,State,Mississippi,2007-06-30,128573.11466208186
23,State,Kansas,2007-06-30,122889.55959607149
41,State,New Mexico,2007-06-30,195142.81397068288
38,State,Nebraska,2007-06-30,137104.59678227024
20,State,Idaho,2007-06-30,206872.0063231344
61,State,West Virginia,2007-06-30,107095.02924170403
18,State,Hawaii,2007-06-30,479748.96911421
39,State,New Hampshire,2007-06-30,261777.5063560031
28,State,Maine,2007-06-30,210580.83717360513
50,State,Rhode Island,2007-06-30,297879.637354735
35,State,Montana,2007-06-30,193425.9828789723
13,State,Delaware,2007-06-30,284551.7732904907
52,State,South Dakota,2007-06-30,145556.4507460224
37,State,North Dakota,2007-06-30,
3,State,Alaska,2007-06-30,247468.30352471967
12,State,District of Columbia,2007-06-30,396987.645647871
58,State,Vermont,2007-06-30,225734.73995305007
62,State,Wyoming,2007-06-30,203836.99435275668
9,State,California,2007-07-31,471044.78925623535
54,State,Texas,2007-07-31,148033.83009228663
14,State,Florida,2007-07-31,250162.75563867856
43,State,New York,2007-07-31,286738.1935135369
47,State,Pennsylvania,2007-07-31,174620.8640702968
21,State,Illinois,2007-07-31,217731.25698429756
44,State,Ohio,2007-07-31,133399.7974005982
16,State,Georgia,2007-07-31,175489.1203439492
36,State,North Carolina,2007-07-31,174438.71805948636
30,State,Michigan,2007-07-31,146609.1867195087
40,State,New Jersey,2007-07-31,370960.2577247729
56,State,Virginia,2007-07-31,270747.74587503326
59,State,Washington,2007-07-31,331558.13820390106
8,State,Arizona,2007-07-31,275695.59522190556
26,State,Massachusetts,2007-07-31,360583.5771833661
53,State,Tennessee,2007-07-31,155421.89668661167
22,State,Indiana,2007-07-31,121782.08222641693
27,State,Maryland,2007-07-31,348967.9085872384
32,State,Missouri,2007-07-31,145826.6084050966
60,State,Wisconsin,2007-07-31,185234.35906500168
10,State,Colorado,2007-07-31,245754.91943072327
31,State,Minnesota,2007-07-31,216077.4438933071
51,State,South Carolina,2007-07-31,168364.3597678866
4,State,Alabama,2007-07-31,141241.74898255346
25,State,Louisiana,2007-07-31,166795.6963327965
24,State,Kentucky,2007-07-31,119064.31039057516
46,State,Oregon,2007-07-31,282743.85442655743
45,State,Oklahoma,2007-07-31,113707.3517194931
11,State,Connecticut,2007-07-31,314716.33443728246
55,State,Utah,2007-07-31,242965.20669939404
19,State,Iowa,2007-07-31,125448.81686567808
42,State,Nevada,2007-07-31,326434.2447197591
6,State,Arkansas,2007-07-31,128887.04653051488
34,State,Mississippi,2007-07-31,128755.32510403362
23,State,Kansas,2007-07-31,123217.5161756538
41,State,New Mexico,2007-07-31,196053.14979133665
38,State,Nebraska,2007-07-31,136962.11403393964
20,State,Idaho,2007-07-31,207339.19013199705
61,State,West Virginia,2007-07-31,107248.96800310024
18,State,Hawaii,2007-07-31,478895.3854128146
39,State,New Hampshire,2007-07-31,261118.97813107248
28,State,Maine,2007-07-31,209500.12605047188
50,State,Rhode Island,2007-07-31,296516.97102556657
35,State,Montana,2007-07-31,193843.72875788625
13,State,Delaware,2007-07-31,285113.60996052064
52,State,South Dakota,2007-07-31,145913.35064048332
37,State,North Dakota,2007-07-31,
3,State,Alaska,2007-07-31,248334.1254874667
12,State,District of Columbia,2007-07-31,396995.0368453557
58,State,Vermont,2007-07-31,225958.2208174502
62,State,Wyoming,2007-07-31,204917.22035646025
9,State,California,2007-08-31,466309.50200990407
54,State,Texas,2007-08-31,148545.2622033074
14,State,Florida,2007-08-31,247061.96766415707
43,State,New York,2007-08-31,286817.4609173637
47,State,Pennsylvania,2007-08-31,174882.25813714357
21,State,Illinois,2007-08-31,217366.63427343575
44,State,Ohio,2007-08-31,133153.8274624317
16,State,Georgia,2007-08-31,175528.6621455288
36,State,North Carolina,2007-08-31,175007.52930032284
30,State,Michigan,2007-08-31,145823.02714556956
40,State,New Jersey,2007-08-31,369197.68897679256
56,State,Virginia,2007-08-31,269465.35256096633
59,State,Washington,2007-08-31,332024.87530273176
8,State,Arizona,2007-08-31,273528.85444194224
26,State,Massachusetts,2007-08-31,359072.9477881117
53,State,Tennessee,2007-08-31,155743.7871696306
22,State,Indiana,2007-08-31,121743.0374203864
27,State,Maryland,2007-08-31,348389.0113565578
32,State,Missouri,2007-08-31,145763.13673785364
60,State,Wisconsin,2007-08-31,185103.15356276545
10,State,Colorado,2007-08-31,245904.93498858428
31,State,Minnesota,2007-08-31,215245.9775512129
51,State,South Carolina,2007-08-31,168506.0388632604
4,State,Alabama,2007-08-31,141371.31793993816
25,State,Louisiana,2007-08-31,167209.82457164608
24,State,Kentucky,2007-08-31,119160.18632892538
46,State,Oregon,2007-08-31,282850.84700059827
45,State,Oklahoma,2007-08-31,114067.03051118315
11,State,Connecticut,2007-08-31,313915.04186295625
55,State,Utah,2007-08-31,245677.79702671667
19,State,Iowa,2007-08-31,125539.36039015632
42,State,Nevada,2007-08-31,322745.25990661123
6,State,Arkansas,2007-08-31,129059.76693197557
34,State,Mississippi,2007-08-31,128910.6523890696
23,State,Kansas,2007-08-31,123569.46335138184
41,State,New Mexico,2007-08-31,196837.7295663161
38,State,Nebraska,2007-08-31,136872.28689776582
20,State,Idaho,2007-08-31,207742.31420611776
61,State,West Virginia,2007-08-31,107410.090016597
18,State,Hawaii,2007-08-31,478262.208480488
39,State,New Hampshire,2007-08-31,260569.2080273151
28,State,Maine,2007-08-31,209177.43627421712
50,State,Rhode Island,2007-08-31,294984.83963917475
35,State,Montana,2007-08-31,194400.91753931364
13,State,Delaware,2007-08-31,285344.6531337638
52,State,South Dakota,2007-08-31,146365.36391721864
37,State,North Dakota,2007-08-31,
3,State,Alaska,2007-08-31,249157.3035655703
12,State,District of Columbia,2007-08-31,396905.9057433464
58,State,Vermont,2007-08-31,225949.9501558839
62,State,Wyoming,2007-08-31,205695.0065523639
9,State,California,2007-09-30,460987.7529189028
54,State,Texas,2007-09-30,149049.25982569833
14,State,Florida,2007-09-30,243887.4265544687
43,State,New York,2007-09-30,286823.5320639526
47,State,Pennsylvania,2007-09-30,175013.7465020749
21,State,Illinois,2007-09-30,216786.96072443857
44,State,Ohio,2007-09-30,132963.72766681435
16,State,Georgia,2007-09-30,175412.89310377403
36,State,North Carolina,2007-09-30,175454.9374395068
30,State,Michigan,2007-09-30,144833.7702623026
40,State,New Jersey,2007-09-30,367471.6873862511
56,State,Virginia,2007-09-30,268292.40330325684
59,State,Washington,2007-09-30,332235.20726475026
8,State,Arizona,2007-09-30,270818.3644664435
26,State,Massachusetts,2007-09-30,357589.295848649
53,State,Tennessee,2007-09-30,155894.87320907568
22,State,Indiana,2007-09-30,121694.62617745738
27,State,Maryland,2007-09-30,347553.25792369526
32,State,Missouri,2007-09-30,145637.74642923198
60,State,Wisconsin,2007-09-30,185006.08065092776
10,State,Colorado,2007-09-30,245712.64613041776
31,State,Minnesota,2007-09-30,214421.05346127957
51,State,South Carolina,2007-09-30,168595.17334768627
4,State,Alabama,2007-09-30,141474.96941900929
25,State,Louisiana,2007-09-30,167578.24230831556
24,State,Kentucky,2007-09-30,119249.5895550475
46,State,Oregon,2007-09-30,282808.8899455906
45,State,Oklahoma,2007-09-30,114351.3123047318
11,State,Connecticut,2007-09-30,313363.2577517269
55,State,Utah,2007-09-30,247727.01360604688
19,State,Iowa,2007-09-30,125655.21748945049
42,State,Nevada,2007-09-30,318625.60686769296
6,State,Arkansas,2007-09-30,129181.95840780216
34,State,Mississippi,2007-09-30,129112.43284154253
23,State,Kansas,2007-09-30,123838.48576606793
41,State,New Mexico,2007-09-30,197090.03187152845
38,State,Nebraska,2007-09-30,136913.53991223194
20,State,Idaho,2007-09-30,208058.68801913175
61,State,West Virginia,2007-09-30,107514.7142398185
18,State,Hawaii,2007-09-30,477268.7054044192
39,State,New Hampshire,2007-09-30,260008.87307295992
28,State,Maine,2007-09-30,209312.75459703847
50,State,Rhode Island,2007-09-30,293868.5713231795
35,State,Montana,2007-09-30,194963.20370536204
13,State,Delaware,2007-09-30,285114.62894258444
52,State,South Dakota,2007-09-30,146730.0138526579
37,State,North Dakota,2007-09-30,
3,State,Alaska,2007-09-30,250149.16220160457
12,State,District of Columbia,2007-09-30,396914.64507500245
58,State,Vermont,2007-09-30,226100.0761245443
62,State,Wyoming,2007-09-30,206219.1388458513
9,State,California,2007-10-31,455403.0305843114
54,State,Texas,2007-10-31,149513.3656805098
14,State,Florida,2007-10-31,240640.60622994896
43,State,New York,2007-10-31,287031.6683590301
47,State,Pennsylvania,2007-10-31,175099.90919538532
21,State,Illinois,2007-10-31,216141.4807964041
44,State,Ohio,2007-10-31,132742.7249502281
16,State,Georgia,2007-10-31,175186.37816096187
36,State,North Carolina,2007-10-31,175806.74613782638
30,State,Michigan,2007-10-31,143839.20648924692
40,State,New Jersey,2007-10-31,365896.9795921703
56,State,Virginia,2007-10-31,267276.86803803884
59,State,Washington,2007-10-31,331701.25206146034
8,State,Arizona,2007-10-31,268085.03667793056
26,State,Massachusetts,2007-10-31,355917.3276157449
53,State,Tennessee,2007-10-31,155922.92221427977
22,State,Indiana,2007-10-31,121766.2458763494
27,State,Maryland,2007-10-31,346022.984021048
32,State,Missouri,2007-10-31,145446.59901136195
60,State,Wisconsin,2007-10-31,185037.22582098385
10,State,Colorado,2007-10-31,245252.8841269052
31,State,Minnesota,2007-10-31,213687.97058252632
51,State,South Carolina,2007-10-31,168528.89474271928
4,State,Alabama,2007-10-31,141566.9072688438
25,State,Louisiana,2007-10-31,167848.58922709635
24,State,Kentucky,2007-10-31,119373.05067164084
46,State,Oregon,2007-10-31,282478.87972713367
45,State,Oklahoma,2007-10-31,114540.59251360293
11,State,Connecticut,2007-10-31,312816.39098716376
55,State,Utah,2007-10-31,249302.6903270661
19,State,Iowa,2007-10-31,125787.9850588598
42,State,Nevada,2007-10-31,314631.0697259828
6,State,Arkansas,2007-10-31,129287.4235635212
34,State,Mississippi,2007-10-31,129373.16291699394
23,State,Kansas,2007-10-31,124063.56256910165
41,State,New Mexico,2007-10-31,197166.81481788467
38,State,Nebraska,2007-10-31,136608.72384817243
20,State,Idaho,2007-10-31,208261.33685284923
61,State,West Virginia,2007-10-31,107612.67991963604
18,State,Hawaii,2007-10-31,476892.7710811144
39,State,New Hampshire,2007-10-31,259362.67788309537
28,State,Maine,2007-10-31,209916.05061521617
50,State,Rhode Island,2007-10-31,292631.0636945933
35,State,Montana,2007-10-31,195583.16992074004
